Date,Symbol,Price,LongTraderNumber,LongLotNumber,LongAverageEntry,ShortTraderNumber,ShortLotNumber,ShortAverageEntry
2019/07/17 09:44:55,CADJPY,82.811,46,6.1,83.85,62,16.1,82.49
2019/07/17 09:45:22,CHFJPY,109.457,28,2.6,110.72,35,4.6,109.93
2019/07/17 09:45:51,USDCHF,0.9884299999999999,92,36.1,1.0023,96,15.8,0.9869
2019/07/17 09:46:19,USDJPY,108.204,195,68.4,109.22,121,68.3,108.18
2019/07/17 09:46:48,EURJPY,121.26899999999999,114,23.4,122.24,82,6.3,122.18
2019/07/17 09:47:16,EURCAD,1.46419,75,33.4,1.4821,37,3.4,1.4696
2019/07/17 09:47:45,GBPUSD,1.23914,254,307.8,1.2797,143,150.1,1.2763
2019/07/17 09:48:11,USDCAD,1.30652,155,45.4,1.321,91,11.5,1.3014
2019/07/23 22:45:31,EURCHF,1.09827,64,23.5,1.1161,30,1.0,1.1059
2019/07/23 22:46:05,GBPJPY,134.575,164,31.5,139.47,76,13.9,136.86
2019/07/23 22:46:36,USDMXN,19.16924,8,0.3,19.3617,5,0.7,19.1178
2019/07/23 22:47:07,EURGBP,0.8962200000000001,46,5.8,0.882,164,58.5,0.8853
2019/07/23 22:47:38,EURUSD,1.11503,390,377.2,1.1227,214,57.8,1.1201
2019/07/23 22:48:07,GBPCAD,1.63407,64,35.0,1.6832,33,4.4,1.6375
2019/07/23 22:48:36,CADJPY,82.35600000000002,47,9.4,83.18,67,16.0,82.62
2019/07/23 22:49:07,CHFJPY,109.832,25,2.2,110.94,28,2.5,110.39
2019/07/23 22:49:37,USDCHF,0.98506,84,34.4,1.0028,97,8.6,0.9861
2019/07/23 22:50:06,USDJPY,108.203,174,48.0,109.64,140,95.2,108.02
2019/07/23 22:50:36,EURJPY,120.646,128,18.2,122.01,71,4.8,122.12
2019/07/23 22:51:06,EURCAD,1.46488,78,37.3,1.4807,30,11.1,1.4698
2019/07/23 22:51:36,GBPUSD,1.2437799999999999,245,94.6,1.2644,152,13.2,1.2525
2019/07/23 22:52:06,USDCAD,1.31371,124,30.2,1.3261,115,34.1,1.3090000000000002
2019/07/25 07:19:49,EURCHF,1.09681,69,28.4,1.1127,36,1.2,1.1045
2019/07/25 07:20:19,GBPJPY,134.856,167,36.2,138.87,80,11.5,137.17
2019/07/25 07:20:47,USDMXN,19.07137,8,0.3,19.3917,2,0.0,18.963
2019/07/25 07:21:15,EURGBP,0.8923700000000001,56,9.6,0.8861,158,44.9,0.8854
2019/07/25 07:21:44,EURUSD,1.11341,447,421.8,1.1215,229,50.3,1.1185
2019/07/25 07:22:12,GBPCAD,1.6386900000000002,64,25.4,1.6794,39,6.0,1.6381
2019/07/25 07:22:42,CADJPY,82.27600000000002,48,9.9,83.14,65,13.9,82.57
2019/07/25 07:23:09,CHFJPY,109.714,22,2.3,110.92,28,2.4,110.39
2019/07/25 07:23:39,USDCHF,0.98503,84,35.2,1.0024,97,9.8,0.9861
2019/07/25 07:24:07,USDJPY,108.082,184,52.1,109.52,161,92.5,108.01
2019/07/25 07:24:36,EURJPY,120.34700000000001,135,26.4,121.53,75,6.0,121.69
2019/07/25 07:25:03,EURCAD,1.46251,85,46.1,1.4774,29,14.6,1.4683
2019/07/25 07:25:33,GBPUSD,1.24758,255,121.6,1.2615,146,18.0,1.2512
2019/07/25 07:26:04,USDCAD,1.31368,129,39.7,1.3223,140,66.4,1.3112
2019/07/30 13:35:49,EURCHF,1.10456,47,16.9,1.1255,40,3.3,1.118
2019/07/30 13:36:28,GBPJPY,132.113,146,34.7,137.94,68,16.1,134.89
2019/07/30 13:37:01,USDMXN,19.06264,8,3.2,19.119,3,0.1,19.0025
2019/07/30 13:37:34,EURGBP,0.91693,35,5.4,0.889,155,43.3,0.8931
2019/07/30 13:38:10,EURUSD,1.11545,402,382.7,1.1216,237,77.8,1.1167
2019/07/30 13:38:43,GBPCAD,1.60037,53,19.4,1.6719,29,3.6,1.6199
2019/07/30 13:39:19,CADJPY,82.54799999999999,46,5.4,83.73,46,5.1,82.53
2019/07/30 13:39:53,CHFJPY,109.669,22,1.7,111.18,28,3.2,110.15
2019/07/30 13:42:07,USDCHF,0.9902799999999999,159,58.9,109.57,147,119.4,108.14
2019/07/30 13:42:41,USDJPY,108.614,159,58.9,109.57,147,119.4,108.14
2019/07/30 13:43:13,EURJPY,121.15700000000001,123,14.4,122.2,72,10.0,121.4
2019/07/30 13:43:47,EURCAD,1.46741,71,33.2,1.4808,36,14.2,1.4669
2019/07/30 13:44:27,GBPUSD,1.2161600000000001,252,149.4,1.2493,134,43.9,1.2245
2019/07/30 13:45:00,USDCAD,1.31554,114,26.9,1.325,134,53.2,1.3119999999999998
2019/07/31 06:50:25,EURCHF,1.10425,45,16.8,1.1258,46,7.8,1.1102
2019/07/31 06:50:58,GBPJPY,132.186,149,40.4,136.91,80,9.9,135.9
2019/07/31 06:51:25,USDMXN,19.022,6,0.3,19.4145,3,0.1,19.0025
2019/07/31 06:51:58,EURGBP,0.91529,43,5.4,0.8894,158,40.2,0.8947
2019/07/31 07:10:12,EURCHF,1.10355,44,16.4,1.1262,46,7.8,1.1102
2019/07/31 07:10:45,GBPJPY,132.143,148,40.3,136.92,80,10.0,135.86
2019/07/31 07:11:12,USDMXN,19.02291,6,0.3,19.4145,3,0.1,19.0025
2019/07/31 07:11:43,EURGBP,0.91583,42,5.4,0.8894,156,40.3,0.8948
2019/07/31 07:12:12,EURUSD,1.1149200000000001,405,383.4,1.1216,248,77.1,1.117
2019/07/31 07:12:40,GBPCAD,1.60044,54,17.9,1.6579,21,2.5,1.6188
2019/07/31 07:13:07,CADJPY,82.56299999999997,47,5.5,83.75,51,5.6,82.58
2019/07/31 07:13:38,CHFJPY,109.673,22,1.9,111.02,28,2.5,110.3
2019/07/31 07:14:12,USDCHF,0.98964,80,28.2,1.0026,114,41.8,0.9897
2019/07/31 07:14:41,USDJPY,108.565,160,45.6,109.79,149,107.5,108.09
2019/07/31 07:15:10,EURJPY,121.04299999999999,123,13.7,122.26,86,9.2,121.44
2019/07/31 07:15:42,EURCAD,1.46627,73,34.2,1.4804,40,13.3,1.4669
2019/07/31 07:16:14,GBPUSD,1.21715,265,149.5,1.2491,140,71.4,1.2208
2019/07/31 07:16:46,USDCAD,1.31491,109,22.5,1.3257,140,67.0,1.3122
