id,Symbol,date,Open,High,Low,Close,Volume,MovingAverage,Name,TimeFrame
,AAPL,21/10/2015 16:30,113.8,115.57,113.77,114.76,12963,111.3005,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,21/10/2015 20:30,114.75,115.08,113.74,113.76,5763,111.537,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,22/10/2015 16:30,114.49,115.19,114.1,114.76,13374,111.69,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,22/10/2015 20:30,114.77,115.49,114.54,115.49,6446,111.991,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,23/10/2015 16:30,116.59,118.72,116.33,118.57,16938,112.292,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,23/10/2015 20:30,118.56,119.2,118.55,119.08,5405,112.6255,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,26/10/2015 15:30,117.8,117.84,115.05,115.51,18928,112.974,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,26/10/2015 19:30,115.52,115.86,114.9,115.15,4414,113.1665,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,27/10/2015 15:30,115.25,116.51,114.72,115.14,10888,113.345,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,27/10/2015 19:30,115.15,115.59,113.88,114.41,6307,113.51,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,28/10/2015 15:30,117.16,118.02,115.96,117.85,20445,113.641,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,28/10/2015 19:30,117.86,119.13,116.99,119.09,16594,114.008,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,29/10/2015 15:30,118.65,119.78,118.17,119.53,15749,114.4525,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,29/10/2015 19:30,119.54,120.58,119.21,120.42,7494,114.8455,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,30/10/2015 15:30,121.02,121.13,119.8,120.26,14062,115.275,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,30/10/2015 19:30,120.26,120.51,119.35,119.4,7283,115.7375,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,02/11/2015 16:30,119.49,120.97,119.42,120.79,8401,116.1575,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,02/11/2015 20:30,120.8,121.25,120.64,121.06,3405,116.653,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,03/11/2015 16:30,120.7,122.75,120.62,122.62,12537,117.12,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,03/11/2015 20:30,122.62,123.41,122.32,122.47,7414,117.572,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,04/11/2015 16:30,123.04,123.7,121.67,122.02,18819,118.006,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,04/11/2015 20:30,122.02,122.49,121.52,121.89,7735,118.369,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,05/11/2015 16:30,121.9,122.58,120.09,120.58,16107,118.7755,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,05/11/2015 20:30,120.59,120.96,120.16,120.78,6141,119.0665,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,06/11/2015 16:30,120.91,121.69,120.52,120.86,15690,119.331,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,06/11/2015 20:30,120.86,121.3,120.6,120.96,5064,119.4455,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,09/11/2015 16:30,120.85,121.7,119.95,120.46,16832,119.5395,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,09/11/2015 20:30,120.47,120.82,120.01,120.47,6107,119.787,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,10/11/2015 16:30,117.27,118.01,116.41,116.68,15805,120.053,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,10/11/2015 20:30,116.69,116.95,115.96,116.67,7010,120.13,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,11/11/2015 16:30,116.41,117.35,115.1,116.42,16810,120.243,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,11/11/2015 20:30,116.41,117.17,116,116.01,6917,120.1715,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,12/11/2015 16:30,115.97,116.72,115.52,115.81,14582,120.0175,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,12/11/2015 20:30,115.82,116.13,115.55,115.65,5742,119.8315,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,13/11/2015 16:30,115.39,115.45,112.57,113.21,18785,119.593,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,13/11/2015 20:30,113.19,113.34,112.17,112.24,8141,119.2405,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,16/11/2015 16:30,111.11,113.74,111.03,113.41,18169,118.8825,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,16/11/2015 20:30,113.42,114.17,113.37,114.07,5655,118.5135,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,17/11/2015 16:30,114.64,114.91,113.57,113.89,15427,118.164,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,17/11/2015 20:30,113.88,114.39,113.23,113.58,9513,117.7275,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,18/11/2015 16:30,115.62,117.38,115.6,116.44,13615,117.283,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,18/11/2015 20:30,116.44,117.35,116.02,117.14,8201,117.004,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,19/11/2015 16:30,117.43,119.7,116.65,119.09,16782,116.7665,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,19/11/2015 20:30,119.1,119.33,118.52,118.63,7960,116.692,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,20/11/2015 16:30,118.98,119.86,118.73,119.16,11878,116.5845,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,20/11/2015 20:30,119.27,119.31,118.94,119.17,4211,116.4995,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,23/11/2015 16:30,119.06,119.52,117.65,117.94,13467,116.41,2019_11_08-AppleEarnings-Q32019-OCT,4h
,AAPL,23/11/2015 20:30,117.94,118.18,117.19,117.6,5441,116.284,2019_11_08-AppleEarnings-Q32019-OCT,4h
