Date,Symbol,Price,Hour1Buy,Hour1Sell,Hour1Neutral,Hour4Buy,Hour4Sell,Hour4Neutral,DayBuy,DaySell,DayNeutral,WeekBuy,WeekSell,WeekNeutral,MonthBuy,MonthSell,MonthNeutral,Hour1Desition,Hour4Desition,DayDesition,WeekDesition,MonthDesition,Hour1PeriodStatus,Hour1ClosingPrice,Hour4PeriodStatus,Hour4ClosingPrice,DayPeriodStatus,DayClosingPrice,WeekPeriodStatus,WeekClosingPrice,MonthPeriodStatus,MonthClosingPrice,Hour1Accuracy,Hour1ProfitPercentage,Hour4Accuracy,Hour4ProfitPercentage,DayAccuracy,DayProfitPercentage,WeekAccuracy,WeekProfitPercentage,MonthAccuracy,MonthProfitPercentage
2019-04-17 19:14:59,CHFJPY,110.82,3,18,7,1,18,9,2,17,8,2,17,8,2,12,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00045097862361334325,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:16:02,USDCHF,1.0102,19,3,6,19,2,7,17,1,9,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0003958044725904967,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:17:11,USDJPY,112.0,13,6,9,16,2,10,17,3,7,17,1,9,13,1,9,BUY,BUY,BUY,BUY,BUY,CLOSED,111.92,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0007147962830593128,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:18:21,EURJPY,126.48,8,11,9,10,8,10,15,4,8,8,10,9,3,11,9,SELL,NEUTRAL,BUY,SELL,SELL,CLOSED,126.58,CLOSED,126.43,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0007900142202559197,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:19:32,CADCHF,0.7571,17,2,9,17,4,7,17,2,8,16,2,9,11,4,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:20:38,EURCAD,1.5073,10,9,9,10,10,8,12,7,8,10,8,9,8,5,10,BUY,NEUTRAL,BUY,BUY,NEUTRAL,CLOSED,1.5069,CLOSED,1.5084,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00026544561682937025,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:21:42,GBPUSD,1.3036,2,18,8,0,19,9,4,14,9,7,11,9,2,12,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:22:46,USDCAD,1.3342,9,10,9,5,14,9,8,10,9,14,3,10,14,1,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.3343,CLOSED,1.3352,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-7.494566439330659e-05,0,-0.0007489514679447948,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:27:45,EURCHF,1.1414,20,2,6,19,2,7,17,2,8,15,2,10,10,4,9,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:28:49,GBPJPY,145.98,3,16,9,6,14,8,13,4,10,12,5,10,8,7,8,SELL,SELL,BUY,BUY,NEUTRAL,CLOSED,146.13,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0010264832683227652,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:29:50,USDMXN,18.8235,1,17,10,3,15,10,3,15,9,4,16,7,4,10,9,SELL,SELL,SELL,SELL,SELL,CLOSED,18.8454,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0011620872998186428,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:30:53,EURGBP,0.8666,17,2,9,18,2,8,13,7,7,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:31:55,EURUSD,1.1299,10,9,9,11,8,9,12,6,9,6,11,10,2,13,8,BUY,BUY,BUY,SELL,SELL,CLOSED,1.1297,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00017703815172167653,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:32:58,GBPCAD,1.7395,6,13,9,2,18,8,5,13,9,11,6,10,11,4,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00022989827001549282,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:34:00,CADJPY,83.96,14,5,9,16,3,9,14,7,6,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,84.0,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0004761904761905506,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:35:04,CHFJPY,110.85,3,18,7,2,18,8,2,17,8,2,17,8,2,12,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00018039144944538858,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:36:07,USDCHF,1.0102,19,3,6,19,2,7,17,1,9,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0003958044725904967,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:37:11,USDJPY,112.04,20,0,8,16,2,10,17,4,6,17,1,9,13,1,9,BUY,BUY,BUY,BUY,BUY,CLOSED,111.92,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0010721944245890328,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:38:14,EURJPY,126.56,18,1,9,14,4,10,15,4,8,8,10,9,3,11,9,BUY,BUY,BUY,SELL,SELL,CLOSED,126.43,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0010282369690737597,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:39:17,CADCHF,0.7573,18,1,9,17,4,7,17,2,8,16,2,9,11,4,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:40:22,EURCAD,1.5072,10,9,9,8,12,8,12,7,8,10,8,9,8,5,10,BUY,SELL,BUY,BUY,NEUTRAL,CLOSED,1.5069,CLOSED,1.5084,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00019908421262206452,0,-0.0007955449482894908,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:41:26,GBPUSD,1.3044,6,13,9,2,18,8,4,14,9,7,11,9,3,11,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 19:42:30,USDCAD,1.3339,8,11,9,4,15,9,8,10,9,13,4,10,14,0,9,SELL,SELL,SELL,BUY,BUY,CLOSED,1.3343,CLOSED,1.3352,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00029978265757322635,0,-0.0009736369083282331,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:44:55,EURCHF,1.1418,19,3,6,19,3,6,17,2,8,15,2,10,10,4,9,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:46:00,GBPJPY,146.06,6,13,9,9,12,7,14,3,10,12,5,10,8,7,8,SELL,SELL,BUY,BUY,NEUTRAL,CLOSED,146.13,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0004790255252172256,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:47:04,USDMXN,18.833,2,17,9,2,17,9,2,16,9,4,16,7,5,9,9,SELL,SELL,SELL,SELL,NEUTRAL,CLOSED,18.8454,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0006579855030937563,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:48:09,EURGBP,0.8666,18,1,9,17,3,8,13,7,7,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:49:14,EURUSD,1.1297,6,14,8,13,7,8,12,6,9,6,11,10,2,13,8,SELL,BUY,BUY,SELL,SELL,CLOSED,1.1299,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00017700681476234888,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:50:19,GBPCAD,1.7395,6,13,9,3,16,9,5,13,9,11,6,10,11,4,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.7399,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00022989827001549282,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:51:24,CADJPY,83.96,13,6,9,16,3,9,14,5,8,9,8,10,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,84.0,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,0.0004761904761905506,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:52:29,CHFJPY,110.86,5,16,7,4,18,6,2,16,9,2,17,8,2,12,9,SELL,SELL,SELL,SELL,SELL,CLOSED,110.87,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-9.019572472269429e-05,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:53:36,USDCHF,1.0105,19,5,4,19,3,6,17,2,8,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,CLOSED,1.0106,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,1,9.895111814762418e-05,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:54:41,USDJPY,112.08,19,1,8,16,2,10,17,2,8,17,0,10,13,1,9,BUY,BUY,BUY,BUY,BUY,CLOSED,111.92,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0014295925661186256,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:55:48,EURJPY,126.58,18,2,8,17,2,9,15,4,8,8,10,9,3,11,9,BUY,BUY,BUY,SELL,SELL,CLOSED,126.43,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0011864272720081583,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:56:54,CADCHF,0.7573,16,3,9,17,4,7,17,2,8,16,2,9,11,4,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:58:00,EURCAD,1.5074,11,8,9,11,9,8,12,7,8,11,7,9,8,5,10,BUY,BUY,BUY,BUY,NEUTRAL,CLOSED,1.5069,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00033180702103667597,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 20:59:07,GBPUSD,1.3039,4,14,10,4,17,7,4,14,9,7,11,9,2,12,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 21:00:15,USDCAD,1.3343,11,9,8,4,16,8,8,10,9,14,3,10,14,1,8,BUY,SELL,SELL,BUY,BUY,CLOSED,1.3341,CLOSED,1.3352,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.00014991379956523347,0,-0.0006740563211503152,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:02:42,EURCHF,1.1419,19,2,7,19,3,6,17,2,8,15,2,10,10,4,9,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:03:50,GBPJPY,146.13,14,5,9,11,9,8,15,2,10,0,0,0,8,7,8,BUY,BUY,BUY,NEUTRAL,NEUTRAL,CLOSED,145.98,CLOSED,145.98,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0010275380189067385,0,-0.0010275380189067385,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:04:59,USDMXN,18.8249,2,17,9,2,17,9,3,15,9,4,16,7,4,10,9,SELL,SELL,SELL,SELL,SELL,CLOSED,18.8454,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0010877986139854797,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:06:08,EURGBP,0.8664,11,8,9,17,3,8,13,7,7,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:07:17,EURUSD,1.1299,10,9,9,13,7,8,12,6,9,6,11,10,2,13,8,BUY,BUY,BUY,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:08:27,GBPCAD,1.7399,8,10,10,3,16,9,5,13,9,0,0,0,0,0,0,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,CLOSED,1.7417,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:09:38,CADJPY,84.0,0,0,0,16,3,9,0,0,0,9,8,10,3,11,9,NEUTRAL,BUY,NEUTRAL,NEUTRAL,SELL,CLOSED,83.8,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:10:49,CHFJPY,110.87,0,0,0,4,18,6,2,16,9,2,18,7,2,12,9,NEUTRAL,SELL,SELL,SELL,SELL,CLOSED,110.82,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:12:01,USDCHF,1.0106,0,0,0,19,3,6,17,2,8,0,0,0,12,1,10,NEUTRAL,BUY,BUY,NEUTRAL,BUY,CLOSED,1.0097,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:13:14,USDJPY,112.09,17,2,9,16,2,10,0,0,0,17,0,10,13,1,9,BUY,BUY,NEUTRAL,BUY,BUY,CLOSED,111.92,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0015189421015010874,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:14:26,EURJPY,126.6,18,1,9,17,2,9,15,4,8,9,9,9,3,11,9,BUY,BUY,BUY,NEUTRAL,SELL,CLOSED,126.43,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.001344617574942557,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:15:38,CADCHF,0.7576,16,4,8,17,5,6,17,2,8,16,2,9,11,4,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:16:51,EURCAD,1.5069,7,12,9,9,11,8,12,7,8,10,8,9,7,6,10,SELL,SELL,BUY,BUY,NEUTRAL,CLOSED,1.5084,CLOSED,1.5084,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0009944311853620107,0,-0.0009944311853620107,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:18:05,GBPUSD,1.3038,4,14,10,4,17,7,4,14,9,7,11,9,2,12,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-17 22:19:18,USDCAD,1.3341,8,11,9,4,16,8,8,10,9,14,3,10,14,1,8,SELL,SELL,SELL,BUY,BUY,CLOSED,1.3352,CLOSED,1.3352,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,0,-0.0008238466147392742,0,-0.0008238466147392742,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:48:48,EURCHF,1.141,14,5,9,16,3,9,17,4,6,15,2,10,10,4,9,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:50:17,GBPJPY,145.98,7,11,10,6,13,9,13,5,9,12,5,10,8,7,8,SELL,SELL,BUY,BUY,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:51:45,USDMXN,18.8454,15,5,8,8,12,8,4,15,8,3,16,8,5,9,9,BUY,SELL,SELL,SELL,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:53:05,EURGBP,0.8664,18,3,7,17,1,10,14,4,9,7,10,10,5,11,7,BUY,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:54:33,EURUSD,1.1301,16,4,8,17,2,9,11,8,8,6,11,10,2,13,8,BUY,BUY,BUY,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:55:56,GBPCAD,1.7417,11,8,9,4,14,10,4,14,9,13,4,10,11,4,8,BUY,SELL,SELL,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:57:25,CADJPY,83.8,5,14,9,11,8,9,14,4,9,9,8,10,3,12,8,SELL,BUY,BUY,NEUTRAL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 08:58:52,CHFJPY,110.82,6,12,10,3,17,8,0,17,10,2,17,8,2,12,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:00:12,USDCHF,1.0097,12,8,8,18,3,7,17,4,6,16,1,10,12,1,10,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:01:31,USDJPY,111.92,6,13,9,11,8,9,16,4,7,16,2,9,13,1,9,SELL,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:02:50,EURJPY,126.43,6,13,9,11,8,9,14,6,7,8,10,9,4,10,9,SELL,BUY,BUY,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:04:16,CADCHF,0.7563,12,9,7,15,3,10,18,1,8,15,3,9,10,5,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:05:52,EURCAD,1.5084,15,5,8,15,5,8,13,5,9,12,6,9,8,5,10,BUY,BUY,BUY,BUY,NEUTRAL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:07:25,GBPUSD,1.3042,6,12,10,2,16,10,3,15,9,7,11,9,3,11,9,SELL,SELL,SELL,SELL,SELL,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
2019-04-18 09:08:54,USDCAD,1.3352,16,3,9,13,5,10,14,5,8,14,3,10,14,1,8,BUY,BUY,BUY,BUY,BUY,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING
